"bookid","orderid","unitprice","quantity","modifydate","score"
"679741836","10000574","165","1","2017/4/18","9"
"671704966","10000574","184","1","2017/4/18","9"
"971880107","10000686","68","1","2017/4/18","10"
"440221315","10000686","146","1","2017/4/18","8"
"451203976","10000686","80","1","2017/4/18","8"
"312974167","10000728","58","1","2017/4/18","3"
"373224273","10000745","59","1","2017/4/18","1"
"441302742","10000745","86","1","2017/4/18","1"
"140274146","10000745","129","1","2017/4/18","7"
"1860463681","10000785","165","1","2017/4/18","10"
"821771175","10001107","113","1","2017/4/18","10"
"671217291","10001135","60","1","2017/4/18","3"
"60801921","10001251","196","1","2017/4/18","10"
"922915040","10001251","97","1","2017/4/18","10"
"373106556","10001286","138","1","2017/4/18","3"
"449147525","10001286","117","1","2017/4/18","8"
"2253155039","10001296","80","1","2017/4/18","8"
"345361792","10001296","67","1","2017/4/18","10"
"1577484517","10001340","68","1","2017/4/18","9"
"671758896","10001340","115","1","2017/4/18","4"
"373196652","10001423","135","1","2017/4/18","6"
"671021001","10001466","115","1","2017/4/18","8"
"446603929","10001466","124","1","2017/4/18","10"
"330349678","10001545","153","1","2017/4/18","9"
"312040598","10001698","53","1","2017/4/18","5"
"880387599","10001698","50","1","2017/4/18","1"
"449214729","10001698","114","1","2017/4/18","2"
"345409973","10001746","143","1","2017/4/18","1"
"37344169","10001911","117","1","2017/4/18","6"
"738204420","10001911","127","1","2017/4/18","3"
"451202724","10000115","197","1","2017/4/19","9"
"373246080","10000130","113","1","2017/4/19","10"
"670030988","10000319","165","1","2017/4/19","6"
"8421741012","10000524","135","1","2017/4/19","7"
"42505473","10000524","115","1","2017/4/19","7"
"345459202","10000524","74","1","2017/4/19","4"
"312974256","10000541","68","1","2017/4/19","10"
"449243052","10000811","56","1","2017/4/19","10"
"747244405","10000811","52","1","2017/4/19","10"
"399146164","10000883","135","1","2017/4/19","6"
"582077842","10000977","131","1","2017/4/19","10"
"813314194","10001132","143","1","2017/4/19","2"
"1568655258","10001132","72","1","2017/4/19","9"
"80661711","10001137","127","1","2017/4/19","9"
"373271247","10001147","126","1","2017/4/19","7"
"439084113","10001147","146","1","2017/4/19","7"
"618131612","10001247","130","1","2017/4/19","3"
"812043650","10001247","125","1","2017/4/19","9"
"67974388","10001353","181","1","2017/4/19","8"
"1863402292","10001353","76","1","2017/4/19","9"
"590660543","10001353","198","1","2017/4/19","8"
"446360872","10001367","119","1","2017/4/19","7"
"965437108","10001406","111","1","2017/4/19","7"
"1558744606","10001406","99","1","2017/4/19","8"
"505521830","10001575","102","1","2017/4/19","4"
"60167718","10001575","138","1","2017/4/19","5"
"316528587","10001575","102","1","2017/4/19","4"
"553255371","10001611","143","1","2017/4/19","9"
"256133255","10001631","120","1","2017/4/19","10"
"449219364","10001631","127","1","2017/4/19","5"
"671443283","10001631","198","1","2017/4/19","9"
"451164881","10001736","178","1","2017/4/19","8"
"373471556","10001741","153","1","2017/4/19","10"
"552132543","10001741","114","1","2017/4/19","10"
"515128554","10001741","191","1","2017/4/19","2"
"140186409","10001813","114","1","2017/4/19","4"
"345394259","10001813","117","1","2017/4/19","3"
"553212087","10001813","80","1","2017/4/19","5"
"812516478","10000057","130","1","2017/4/20","10"
"670837571","10000057","59","1","2017/4/20","9"
"345416325","10000105","131","1","2017/4/20","8"
"679446265","10000203","186","1","2017/4/20","10"
"525465421","10000216","181","1","2017/4/20","2"
"64400034","10000327","162","1","2017/4/20","2"
"670894885","10000399","187","1","2017/4/20","7"
"399142789","10000399","66","1","2017/4/20","9"
"373708327","10000575","168","1","2017/4/20","2"
"486404293","10000575","122","1","2017/4/20","7"
"373185073","10000586","165","1","2017/4/20","4"
"804119724","10000752","101","1","2017/4/20","6"
"440224705","10000837","76","1","2017/4/20","2"
"64472264","10000837","74","1","2017/4/20","7"
"553248642","10000901","183","1","2017/4/20","4"
"812508491","10000901","100","1","2017/4/20","7"
"425184234","10000901","108","1","2017/4/20","10"
"684810387","10001079","189","1","2017/4/20","5"
"801082447","10001079","101","1","2017/4/20","6"
"449244172","10001153","115","1","2017/4/20","3"
"373765010","10001153","50","1","2017/4/20","8"
"380725940","10001252","108","1","2017/4/20","8"
"449000745","10001252","76","1","2017/4/20","6"
"553802135","10001252","112","1","2017/4/20","8"
"451159276","10001375","125","1","2017/4/20","4"
"451452259","10001375","187","1","2017/4/20","2"
"446363383","10001375","168","1","2017/4/20","4"
"553582127","10001493","101","1","2017/4/20","7"
"679738711","10001493","165","1","2017/4/20","5"
"553578588","10001493","189","1","2017/4/20","5"
"679802169","10001566","181","1","2017/4/20","3"
"446605239","10001566","166","1","2017/4/20","2"
"2005018","10001566","100","1","2017/4/20","6"
"345402871","10001659","142","1","2017/4/20","8"
"743207467","10001659","196","1","2017/4/20","1"
"743421574","10001659","165","1","2017/4/20","9"
"971438021","10001969","88","1","2017/4/20","9"
"252005554","10001969","117","1","2017/4/20","8"
"375410538","10001969","85","1","2017/4/20","8"
"451185110","10000010","100","1","2017/4/21","8"
"345422384","10000082","104","1","2017/4/21","7"
"440129389","10000089","113","1","2017/4/21","6"
"312853602","10000094","59","1","2017/4/21","3"
"886778271","10000094","129","1","2017/4/21","6"
"399151648","10000471","115","1","2017/4/21","10"
"446359866","10000471","189","1","2017/4/21","8"
"385245793","10000732","82","1","2017/4/21","8"
"747275882","10000779","56","1","2017/4/21","8"
"786814403","10000779","76","1","2017/4/21","4"
"821768050","10000803","121","1","2017/4/21","4"
"393318923","10000803","140","1","2017/4/21","8"
"441010512","10000808","50","1","2017/4/21","10"
"140714073","10000808","168","1","2017/4/21","4"
"843925663","10001087","146","1","2017/4/21","5"
"345440641","10001087","105","1","2017/4/21","6"
"679772677","10001087","161","1","2017/4/21","8"
"385320825","10001141","180","1","2017/4/21","4"
"618130500","10001235","140","1","2017/4/21","8"
"373258178","10001235","176","1","2017/4/21","5"
"571152805","10001419","85","1","2017/4/21","3"
"345336291","10001542","101","1","2017/4/21","9"
"820438057","10001542","120","1","2017/4/21","5"
"440152305","10001542","122","1","2017/4/21","4"
"836218817","10001581","149","1","2017/4/21","9"
"70064601","10001581","184","1","2017/4/21","8"
"312274920","10001581","51","1","2017/4/21","8"
"316284955","10001670","120","1","2017/4/21","9"
"553210823","10001680","111","1","2017/4/21","7"
"448095122","10001739","101","1","2017/4/21","4"
"380703890","10001990","91","1","2017/4/21","6"
"1551664364","10000201","88","1","2017/4/22","7"
"140211578","10000201","197","1","2017/4/22","5"
"879800380","10000217","80","1","2017/4/22","1"
"671510053","10000451","97","1","2017/4/22","8"
"374158177","10000599","111","1","2017/4/22","8"
"448405202","10000599","108","1","2017/4/22","7"
"373230184","10000599","91","1","2017/4/22","8"
"812589122","10000665","66","1","2017/4/22","10"
"440237300","10000847","169","1","2017/4/22","10"
"553249835","10000847","174","1","2017/4/22","5"
"875426913","10001004","85","1","2017/4/22","10"
"1400034779","10001005","126","1","2017/4/22","6"
"60294671","10001005","122","1","2017/4/22","1"
"42510429","10001213","142","1","2017/4/22","3"
"373707827","10001313","52","1","2017/4/22","10"
"684815230","10001313","140","1","2017/4/22","9"
"306808544","10001318","80","1","2017/4/22","5"
"553560441","10001354","80","1","2017/4/22","1"
"373790635","10001385","113","1","2017/4/22","3"
"345365399","10001551","181","1","2017/4/22","9"
"425080021","10001551","178","1","2017/4/22","5"
"872861430","10001617","187","1","2017/4/22","8"
"1582340854","10001619","142","1","2017/4/22","5"
"486270556","10001619","153","1","2017/4/22","8"
"1585670707","10001694","112","1","2017/4/22","6"
"525947132","10001740","135","1","2017/4/22","2"
"767904095","10001740","169","1","2017/4/22","2"
"20518609","10001740","68","1","2017/4/22","8"
"446519138","10001767","100","1","2017/4/22","10"
"671024280","10001980","59","1","2017/4/22","7"
"528835513","10001980","95","1","2017/4/22","10"
"747260214","10001980","105","1","2017/4/22","8"
"679735666","10000295","185","1","2017/4/23","6"
"425182886","10000401","140","1","2017/4/23","7"
"517500345","10000484","104","1","2017/4/23","1"
"668060492","10000484","125","1","2017/4/23","3"
"590473328","10000484","56","1","2017/4/23","8"
"1564587290","10000535","186","1","2017/4/23","8"
"60965835","10000535","105","1","2017/4/23","9"
"340530421","10000632","111","1","2017/4/23","4"
"971880107","10000632","68","1","2017/4/23","10"
"1586602934","10000641","143","1","2017/4/23","2"
"836220730","10000641","146","1","2017/4/23","9"
"91581112","10000641","187","1","2017/4/23","2"
"812564863","10000693","86","1","2017/4/23","7"
"345333748","10000902","114","1","2017/4/23","6"
"767908708","10000902","77","1","2017/4/23","5"
"553576194","10000933","140","1","2017/4/23","10"
"891348417","10000933","114","1","2017/4/23","5"
"14043187","10000933","134","1","2017/4/23","7"
"380977788","10001091","142","1","2017/4/23","5"
"76073979","10001091","112","1","2017/4/23","8"
"914984209","10001091","53","1","2017/4/23","4"
"60932147","10001118","140","1","2017/4/23","10"
"821742841","10001118","80","1","2017/4/23","6"
"449005615","10001287","134","1","2017/4/23","4"
"316693251","10001418","51","1","2017/4/23","6"
"440201926","10001418","115","1","2017/4/23","2"
"385313632","10001418","122","1","2017/4/23","9"
"51770739","10001497","191","1","2017/4/23","7"
"140081038","10001497","104","1","2017/4/23","4"
"671559826","10001497","119","1","2017/4/23","7"
"590108425","10001516","74","1","2017/4/23","2"
"375727345","10001553","91","1","2017/4/23","3"
"840778007","10001553","168","1","2017/4/23","3"
"394404289","10001553","144","1","2017/4/23","9"
"316776963","10001613","91","1","2017/4/23","6"
"452282276","10001960","153","1","2017/4/23","1"
"231129505","10001960","63","1","2017/4/23","5"
"812532570","10000002","117","1","2017/4/24","6"
"886774543","10000053","168","1","2017/4/24","6"
"312867867","10000054","168","1","2017/4/24","1"
"752843303","10000054","126","1","2017/4/24","8"
"671550578","10000209","187","1","2017/4/24","7"
"895775832","10000381","100","1","2017/4/24","8"
"449147738","10000381","145","1","2017/4/24","6"
"446532231","10000381","108","1","2017/4/24","10"
"743253388","10000438","77","1","2017/4/24","7"
"67972026","10000438","119","1","2017/4/24","6"
"451163508","10000438","134","1","2017/4/24","2"
"38071843","10000450","131","1","2017/4/24","2"
"679429220","10000464","119","1","2017/4/24","10"
"375503854","10000513","129","1","2017/4/24","4"
"451169530","10000703","59","1","2017/4/24","10"
"932813747","10000703","108","1","2017/4/24","10"
"446610038","10000772","100","1","2017/4/24","8"
"8421611828","10000772","50","1","2017/4/24","6"
"60928336","10000890","139","1","2017/4/24","10"
"373259719","10000890","168","1","2017/4/24","10"
"385247192","10000890","88","1","2017/4/24","1"
"1879181274","10000899","67","1","2017/4/24","8"
"451403703","10000949","144","1","2017/4/24","7"
"800601823","10000964","187","1","2017/4/24","5"
"394824725","10001074","104","1","2017/4/24","9"
"446606189","10001105","105","1","2017/4/24","8"
"743450612","10001105","127","1","2017/4/24","3"
"425182878","10001188","119","1","2017/4/24","5"
"375703063","10001322","177","1","2017/4/24","1"
"68482471","10001329","121","1","2017/4/24","7"
"773721924","10001329","113","1","2017/4/24","1"
"440402158","10001393","97","1","2017/4/24","2"
"684853035","10001393","104","1","2017/4/24","4"
"439136350","10001453","119","1","2017/4/24","10"
"821719351","10001453","100","1","2017/4/24","2"
"451524985","10001582","121","1","2017/4/24","2"
"61030597","10001604","101","1","2017/4/24","6"
"553579606","10001604","125","1","2017/4/24","3"
"764504983","10001710","142","1","2017/4/24","10"
"451524934","10000183","161","1","2017/4/25","10"
"590568825","10000246","53","1","2017/4/25","3"
"1577656768","10000378","113","1","2017/4/25","9"
"688093043","10000423","140","1","2017/4/25","5"
"312250428","10000505","53","1","2017/4/25","6"
"525483500","10000557","77","1","2017/4/25","3"
"380795116","10000557","88","1","2017/4/25","7"
"60528737","10000557","98","1","2017/4/25","10"
"751510610","10000619","125","1","2017/4/25","5"
"1563891700","10000635","185","1","2017/4/25","9"
"312422156","10000770","115","1","2017/4/25","10"
"440159008","10000770","80","1","2017/4/25","3"
"440217032","10000796","109","1","2017/4/25","6"
"743460537","10000796","113","1","2017/4/25","9"
"786889322","10000796","113","1","2017/4/25","3"
"1586609815","10001035","165","1","2017/4/25","5"
"374453039","10001072","101","1","2017/4/25","10"
"440235464","10001142","156","1","2017/4/25","4"
"64403688","10001142","107","1","2017/4/25","1"
"943066484","10001170","91","1","2017/4/25","8"
"688127010","10001170","108","1","2017/4/25","10"
"451208552","10001170","88","1","2017/4/25","5"
"515114499","10001171","121","1","2017/4/25","10"
"812520386","10001203","191","1","2017/4/25","8"
"842319069","10001203","114","1","2017/4/25","5"
"44175046","10001304","112","1","2017/4/25","6"
"812533720","10001304","141","1","2017/4/25","9"
"380795981","10001348","196","1","2017/4/25","8"
"609808249","10001348","59","1","2017/4/25","6"
"316168688","10001392","187","1","2017/4/25","9"
"312926286","10001487","113","1","2017/4/25","7"
"440225450","10001696","50","1","2017/4/25","9"
"515125490","10001696","127","1","2017/4/25","7"
"446359866","10001808","189","1","2017/4/25","8"
"373511221","10001808","85","1","2017/4/25","10"
"6329535","10001817","86","1","2017/4/25","6"
"34543448","10001817","189","1","2017/4/25","7"
"738207713","10001817","119","1","2017/4/25","10"
"446610038","10001913","100","1","2017/4/25","8"
"671899619","10000067","60","1","2017/4/26","6"
"553273906","10000067","149","1","2017/4/26","4"
"439288886","10000145","80","1","2017/4/26","8"
"380698501","10000354","68","1","2017/4/26","2"
"525945008","10000354","52","1","2017/4/26","10"
"753113740","10000425","105","1","2017/4/26","9"
"345334302","10000610","115","1","2017/4/26","1"
"1580291023","10000690","60","1","2017/4/26","3"
"843928646","10000690","122","1","2017/4/26","5"
"786889209","10000709","129","1","2017/4/26","8"
"880614782","10000951","198","1","2017/4/26","5"
"743457358","10000951","153","1","2017/4/26","10"
"373244118","10000997","101","1","2017/4/26","9"
"688151345","10000997","114","1","2017/4/26","10"
"451199693","10000997","127","1","2017/4/26","8"
"425113884","10001067","67","1","2017/4/26","7"
"880015578","10001216","147","1","2017/4/26","7"
"2268042928","10001216","88","1","2017/4/26","5"
"373075960","10001216","168","1","2017/4/26","5"
"754078035","10001479","168","1","2017/4/26","5"
"3442416582","10001479","121","1","2017/4/26","4"
"743437802","10001479","82","1","2017/4/26","6"
"425132935","10001756","59","1","2017/4/26","10"
"385025866","10001756","116","1","2017/4/26","9"
"425103285","10001756","113","1","2017/4/26","10"
"1573220485","10001924","113","1","2017/4/26","1"
"373763123","10001947","117","1","2017/4/26","6"
"679450432","10000245","141","1","2017/4/27","5"
"3635605360","10000311","119","1","2017/4/27","9"
"871137194","10000311","186","1","2017/4/27","8"
"345372980","10000452","88","1","2017/4/27","7"
"312963009","10000452","101","1","2017/4/27","10"
"345396936","10000474","153","1","2017/4/27","8"
"373250185","10000474","52","1","2017/4/27","7"
"14010870","10000485","179","1","2017/4/27","9"
"135425891","10000518","177","1","2017/4/27","4"
"449213447","10000518","58","1","2017/4/27","9"
"446612731","10000769","94","1","2017/4/27","8"
"312199430","10000786","119","1","2017/4/27","8"
"891348085","10000835","130","1","2017/4/27","10"
"385335490","10000835","56","1","2017/4/27","9"
"67152500","10000909","126","1","2017/4/27","8"
"345383729","10001040","58","1","2017/4/27","9"
"425136191","10001040","101","1","2017/4/27","7"
"375506276","10001096","50","1","2017/4/27","8"
"441102670","10001096","76","1","2017/4/27","10"
"385317093","10001098","51","1","2017/4/27","8"
"425094545","10001098","138","1","2017/4/27","10"
"679777431","10001244","125","1","2017/4/27","7"
"515127396","10001256","76","1","2017/4/27","8"
"563384522","10001347","88","1","2017/4/27","8"
"821717006","10001347","138","1","2017/4/27","9"
"671003526","10001347","72","1","2017/4/27","8"
"373484003","10001390","56","1","2017/4/27","9"
"142000361","10001390","189","1","2017/4/27","8"
"449221482","10001437","100","1","2017/4/27","8"
"316666343","10001437","113","1","2017/4/27","10"
"440212863","10001470","130","1","2017/4/27","8"
"821751859","10001470","138","1","2017/4/27","1"
"440201519","10001486","71","1","2017/4/27","6"
"767903595","10001486","116","1","2017/4/27","9"
"1551666952","10001571","130","1","2017/4/27","6"
"370302958","10001571","115","1","2017/4/27","5"
"803605862","10001634","126","1","2017/4/27","8"
"380752123","10001671","181","1","2017/4/27","4"
"425092917","10001671","115","1","2017/4/27","6"
"14023313","10001699","140","1","2017/4/27","4"
"3442450489","10001753","120","1","2017/4/27","5"
"3257231512","10001780","191","1","2017/4/27","7"
"2253006343","10001873","94","1","2017/4/27","9"
"373226020","10001951","141","1","2017/4/27","1"
"1583222723","10001951","196","1","2017/4/27","7"
"842304746","10000101","185","1","2017/4/28","10"
"590471163","10000103","51","1","2017/4/28","7"
"517703394","10000103","168","1","2017/4/28","8"
"1864502118","10000103","146","1","2017/4/28","3"
"942025660","10000312","184","1","2017/4/28","8"
"385317093","10000312","51","1","2017/4/28","8"
"805056645","10000329","100","1","2017/4/28","4"
"916515982","10000329","80","1","2017/4/28","6"
"9925672","10000329","80","1","2017/4/28","10"
"446613843","10000361","60","1","2017/4/28","8"
"553279912","10000362","80","1","2017/4/28","4"
"84395275","10000362","114","1","2017/4/28","3"
"3404129229","10000429","88","1","2017/4/28","6"
"380799375","10000433","150","1","2017/4/28","3"
"60959037","10000433","146","1","2017/4/28","8"
"451458877","10000458","122","1","2017/4/28","10"
"312873980","10000458","76","1","2017/4/28","7"
"812550757","10000458","113","1","2017/4/28","9"
"373250142","10000597","113","1","2017/4/28","10"
"380795345","10000650","143","1","2017/4/28","5"
"373243537","10000713","107","1","2017/4/28","2"
"671537458","10000725","125","1","2017/4/28","10"
"811207773","10000725","76","1","2017/4/28","7"
"553290614","10000812","126","1","2017/4/28","9"
"440184053","10000812","115","1","2017/4/28","8"
"931432820","10000932","102","1","2017/4/28","9"
"375727345","10000932","91","1","2017/4/28","3"
"618341536","10001002","50","1","2017/4/28","7"
"446602698","10001051","178","1","2017/4/28","7"
"312089996","10001149","134","1","2017/4/28","8"
"1930500084","10001149","102","1","2017/4/28","7"
"312199430","10001175","119","1","2017/4/28","8"
"3786704643","10001312","113","1","2017/4/28","1"
"671029088","10001319","176","1","2017/4/28","10"
"671039415","10001319","142","1","2017/4/28","4"
"684803860","10001452","131","1","2017/4/28","8"
"531027414","10001533","174","1","2017/4/28","9"
"3426711397","10001558","186","1","2017/4/28","4"
"1563088320","10001595","104","1","2017/4/28","8"
"394500792","10001595","104","1","2017/4/28","5"
"802139868","10001595","102","1","2017/4/28","3"
"880887958","10001878","145","1","2017/4/28","10"
"446603821","10001878","60","1","2017/4/28","10"
"553576046","10001878","165","1","2017/4/28","2"
"373218303","10001987","114","1","2017/4/28","10"
"60199253","10001987","50","1","2017/4/28","7"
"877959269","10000161","147","1","2017/4/29","1"
"393962881","10000285","51","1","2017/4/29","6"
"441172717","10000342","122","1","2017/4/29","8"
"60987529","10000342","158","1","2017/4/29","6"
"60177136","10000342","114","1","2017/4/29","9"
"671793535","10000351","174","1","2017/4/29","4"
"515109746","10000351","113","1","2017/4/29","4"
"753810808","10000447","117","1","2017/4/29","3"
"451167317","10000447","158","1","2017/4/29","8"
"425154092","10000460","68","1","2017/4/29","9"
"60976845","10000551","186","1","2017/4/29","1"
"441008534","10000551","113","1","2017/4/29","3"
"451207505","10000551","60","1","2017/4/29","8"
"385337337","10000645","123","1","2017/4/29","7"
"156628635","10000645","59","1","2017/4/29","6"
"345391055","10000678","108","1","2017/4/29","2"
"1566869560","10000678","105","1","2017/4/29","7"
"842329218","10000678","110","1","2017/4/29","6"
"743439740","10000708","187","1","2017/4/29","4"
"373196601","10000805","59","1","2017/4/29","3"
"1565294394","10000805","181","1","2017/4/29","10"
"931188385","10000805","115","1","2017/4/29","3"
"446606812","10001012","126","1","2017/4/29","10"
"449132064","10001012","115","1","2017/4/29","7"
"446610550","10001194","77","1","2017/4/29","4"
"141008016","10001194","108","1","2017/4/29","3"
"345365623","10001350","186","1","2017/4/29","2"
"886774519","10001350","187","1","2017/4/29","7"
"515114499","10001792","121","1","2017/4/29","10"
"821727559","10001792","119","1","2017/4/29","4"
"140055770","10001857","88","1","2017/4/29","9"
"156717204","10001868","187","1","2017/4/29","10"
"451163915","10001868","80","1","2017/4/29","7"
"140621873","10001868","158","1","2017/4/29","7"
"380786982","10000005","140","1","2017/4/30","4"
"440130913","10000174","51","1","2017/4/30","8"
"375412530","10000174","143","1","2017/4/30","4"
"380722704","10000240","76","1","2017/4/30","6"
"595267793","10000240","60","1","2017/4/30","10"
"451524934","10000240","161","1","2017/4/30","10"
"515133310","10000517","122","1","2017/4/30","3"
"762406771","10000523","177","1","2017/4/30","1"
"515111139","10000706","107","1","2017/4/30","2"
"440235154","10000751","121","1","2017/4/30","7"
"1579122175","10000852","116","1","2017/4/30","10"
"446356506","10000852","107","1","2017/4/30","8"
"375726403","10001037","162","1","2017/4/30","9"
"679748261","10001068","94","1","2017/4/30","8"
"451406184","10001068","147","1","2017/4/30","5"
"385468873","10001121","180","1","2017/4/30","3"
"671896776","10001121","53","1","2017/4/30","8"
"394587715","10001201","117","1","2017/4/30","6"
"590848534","10001225","104","1","2017/4/30","6"
"345353773","10001225","191","1","2017/4/30","1"
"34541389","10001272","76","1","2017/4/30","7"
"373708726","10001349","130","1","2017/4/30","6"
"373252633","10001529","126","1","2017/4/30","7"
"345372050","10001546","109","1","2017/4/30","6"
"70530157","10001546","187","1","2017/4/30","5"
"697292304","10001655","76","1","2017/4/30","4"
"517546248","10001809","60","1","2017/4/30","3"
"804111154","10001859","127","1","2017/4/30","3"
"452267404","10001931","101","1","2017/4/30","1"
"6016848","10001931","114","1","2017/4/30","8"
"394718380","10001989","168","1","2017/4/30","8"
"3627000951","10001989","85","1","2017/4/30","7"
"281043523","10000007","123","1","2017/5/1","7"
"967907306","10000007","101","1","2017/5/1","7"
"330247654","10000007","135","1","2017/5/1","6"
"618173870","10000093","187","1","2017/5/1","5"
"515132381","10000491","91","1","2017/5/1","7"
"385260075","10000491","130","1","2017/5/1","4"
"892817879","10000491","177","1","2017/5/1","10"
"399144463","10000528","179","1","2017/5/1","1"
"553212710","10000602","113","1","2017/5/1","2"
"809117541","10000748","139","1","2017/5/1","10"
"446519006","10000982","125","1","2017/5/1","8"
"1560252995","10001013","50","1","2017/5/1","4"
"671014633","10001013","169","1","2017/5/1","1"
"70064520","10001052","142","1","2017/5/1","4"
"553212419","10001052","101","1","2017/5/1","3"
"140159703","10001070","86","1","2017/5/1","7"
"684864320","10001070","50","1","2017/5/1","7"
"451126564","10001191","76","1","2017/5/1","10"
"425178013","10001376","67","1","2017/5/1","4"
"446311774","10001376","71","1","2017/5/1","2"
"671705725","10001376","119","1","2017/5/1","4"
"446600830","10001463","89","1","2017/5/1","2"
"1572840056","10001519","113","1","2017/5/1","1"
"3518389009","10001592","91","1","2017/5/1","6"
"1563896699","10001592","149","1","2017/5/1","10"
"385260075","10001633","130","1","2017/5/1","4"
"451404459","10001668","87","1","2017/5/1","10"
"425184226","10001672","83","1","2017/5/1","8"
"441010652","10001672","146","1","2017/5/1","10"
"394895894","10001672","112","1","2017/5/1","6"
"553582267","10001819","132","1","2017/5/1","10"
"451188705","10001819","58","1","2017/5/1","3"
"571192920","10001819","128","1","2017/5/1","6"
"81296683","10000047","83","1","2017/5/2","1"
"874411033","10000047","144","1","2017/5/2","7"
"373691211","10000047","52","1","2017/5/2","1"
"8401499143","10000052","76","1","2017/5/2","7"
"312096755","10000052","140","1","2017/5/2","1"
"316601950","10000278","121","1","2017/5/2","9"
"807067253","10000278","121","1","2017/5/2","7"
"373707177","10000301","98","1","2017/5/2","6"
"425151875","10000314","168","1","2017/5/2","10"
"375705090","10000482","185","1","2017/5/2","2"
"61092037","10000482","69","1","2017/5/2","6"
"743405927","10000705","126","1","2017/5/2","8"
"971880107","10000705","68","1","2017/5/2","10"
"671744615","10000736","138","1","2017/5/2","3"
"449907481","10000736","141","1","2017/5/2","3"
"1551665336","10000791","135","1","2017/5/2","10"
"345353145","10000791","52","1","2017/5/2","6"
"671778129","10000791","80","1","2017/5/2","3"
"671673688","10000810","120","1","2017/5/2","2"
"966945301","10000810","105","1","2017/5/2","2"
"1931484015","10001111","67","1","2017/5/2","8"
"345340590","10001111","74","1","2017/5/2","6"
"520011309","10001157","56","1","2017/5/2","8"
"821718967","10001210","125","1","2017/5/2","5"
"525451617","10001400","174","1","2017/5/2","5"
"767907558","10001400","59","1","2017/5/2","3"
"60977000","10001475","104","1","2017/5/2","2"
"312874529","10001475","67","1","2017/5/2","1"
"6050918","10001496","123","1","2017/5/2","7"
"886773849","10001514","183","1","2017/5/2","3"
"1889540994","10001886","80","1","2017/5/2","10"
"763609102","10001886","107","1","2017/5/2","10"
"440224675","10001886","83","1","2017/5/2","5"
"394910400","10001967","108","1","2017/5/2","8"
"446612057","10001967","107","1","2017/5/2","9"
"590224735","10001996","146","1","2017/5/2","1"
"316666343","10000028","113","1","2017/5/3","10"
"375404031","10000095","135","1","2017/5/3","9"
"62512668","10000110","59","1","2017/5/3","5"
"380820846","10000191","74","1","2017/5/3","4"
"515118656","10000199","123","1","2017/5/3","7"
"393094162","10000199","100","1","2017/5/3","2"
"380808307","10000242","143","1","2017/5/3","9"
"771014899","10000305","100","1","2017/5/3","8"
"671606840","10000306","146","1","2017/5/3","8"
"743418174","10000306","124","1","2017/5/3","9"
"670880728","10000306","50","1","2017/5/3","8"
"886778107","10000477","82","1","2017/5/3","5"
"425150984","10000477","120","1","2017/5/3","10"
"1573225517","10000495","121","1","2017/5/3","10"
"15100692","10000495","183","1","2017/5/3","9"
"866119876","10000622","63","1","2017/5/3","9"
"3404146263","10000622","129","1","2017/5/3","7"
"295975962","10000622","173","1","2017/5/3","3"
"373691157","10000630","150","1","2017/5/3","7"
"312980159","10000662","145","1","2017/5/3","8"
"446607274","10000662","129","1","2017/5/3","5"
"385337116","10000662","75","1","2017/5/3","8"
"671654349","10000698","134","1","2017/5/3","4"
"1404315004","10000787","129","1","2017/5/3","5"
"671501895","10000797","145","1","2017/5/3","2"
"3257232608","10000797","58","1","2017/5/3","10"
"66211085","10000797","82","1","2017/5/3","8"
"34543014","10000829","91","1","2017/5/3","2"
"380725231","10000829","135","1","2017/5/3","9"
"3552051805","10000907","143","1","2017/5/3","10"
"373711603","10000907","60","1","2017/5/3","2"
"553578693","10000940","112","1","2017/5/3","7"
"446611115","10000940","102","1","2017/5/3","7"
"3442433495","10001055","146","1","2017/5/3","9"
"373764049","10001055","104","1","2017/5/3","4"
"590485830","10001127","115","1","2017/5/3","1"
"517799693","10001199","114","1","2017/5/3","9"
"1567995861","10001275","80","1","2017/5/3","10"
"515114707","10001279","125","1","2017/5/3","7"
"312265859","10001279","76","1","2017/5/3","9"
"380789019","10001279","134","1","2017/5/3","7"
"1576736423","10001424","156","1","2017/5/3","10"
"440217512","10001424","53","1","2017/5/3","6"
"425189465","10001424","88","1","2017/5/3","10"
"440223016","10001495","124","1","2017/5/3","3"
"736911529","10001499","89","1","2017/5/3","4"
"859696707","10001499","143","1","2017/5/3","10"
"373760299","10001573","87","1","2017/5/3","5"
"553571656","10001573","143","1","2017/5/3","9"
"48629899","10001691","174","1","2017/5/3","3"
"373482612","10001701","75","1","2017/5/3","9"
"380755106","10001768","189","1","2017/5/3","3"
"345421922","10001842","141","1","2017/5/3","3"
"679721037","10001842","116","1","2017/5/3","1"
"812566734","10001842","100","1","2017/5/3","9"
"743230191","10001851","58","1","2017/5/3","4"
"345358031","10000254","130","1","2017/5/4","6"
"373028784","10000254","168","1","2017/5/4","10"
"345391373","10000260","52","1","2017/5/4","10"
"446363383","10000290","168","1","2017/5/4","4"
"590300636","10000290","117","1","2017/5/4","4"
"886778913","10000492","127","1","2017/5/4","5"
"394484479","10000544","98","1","2017/5/4","4"
"425157628","10000569","56","1","2017/5/4","7"
"373260539","10000674","176","1","2017/5/4","7"
"553290789","10000750","111","1","2017/5/4","7"
"373243456","10000750","140","1","2017/5/4","5"
